m2|heatingType|elevator|price|createdAt|roomCount|redactedFloor|placeTitle
36|central|0|54000|09/13/2022 16:20:34|2.5|4|Petlovo Brdo
50|district|1|125000|12/13/2022 14:12:31|1.5|2|Skojevsko Naselje
74|district|2|142000|02/13/2023 14:12:38|2.5|2|Kanarevo Brdo
72|electricity|0|135000|03/03/2023 16:21:40|3|3|Rakovica - Centar
116|gas|0|138000|09/13/2022 11:27:06|5|1|Petlovo Brdo
61|central|0|105000|04/12/2023 11:30:41|2.5|1|Petlovo Brdo
30|district|0|56000|09/26/2022 14:36:33|1.5|-1|Miljakovac
60|district|1|93000|10/25/2022 21:18:16|2.5|0|Miljakovac
67|district|2|153000|12/23/2022 10:23:44|3|-1|Vidikovac
84|district|0|159000|04/10/2023 17:22:45|2|0|Labudovo Brdo
71|district|1|195000|04/12/2023 07:12:33|3|3|Vidikovac
32|central|0|55000|04/12/2023 00:25:34|1.5|-1|Petlovo Brdo
51|central|0|90000|04/12/2023 00:05:16|1.5|2|Kne��
77|district|1|139000|02/12/2023 21:29:28|3.5|13|Vidikovac
30|district|1|56000|01/12/2023 19:34:23|1|-1|Miljakovac
64|district|1|140000|11/12/2022 16:20:36|2.5|2|Vidikovac
97|district|1|168000|04/11/2023 15:34:34|3|5|Vidikovac
81|electricity|0|140000|04/06/2023 17:52:58|4|4|Kanarevo Brdo
134|district|0|235000|03/08/2023 17:57:24|4|3|Stari Ko��ut
74|district|1|230000|04/11/2023 12:12:52|5|7|Vidikovac
65|district|1|119000|08/22/2022 11:22:52|3|10|Skojevsko Naselje
71|district|1|175000|04/11/2023 07:10:10|3|3|Vidikovac
88|district|1|159000|04/10/2023 19:08:27|3.5|4|Skojevsko Naselje
45|district|0|99000|04/10/2023 18:08:17|2|-1|Vidikovac
81|central|0|80000|04/10/2023 17:33:41|4|2|Resnik
76|central|0|130000|01/11/2023 17:29:57|3|1|Petlovo Brdo
58|gas|0|90000|01/11/2023 16:16:23|3|0|Petlovo Brdo
115|district|1|180000|01/11/2023 16:16:19|5|8|Vidikovac
67|central|1|95000|01/11/2023 16:16:18|2.5|9|Vidikovac
33|central|0|68000|04/10/2023 15:57:22|1|3|Labudovo Brdo
62||0|130000|04/10/2023 15:27:32|2.5|0|Miljakovac
74|district|1|162000|10/11/2022 14:19:25|3|3|Skojevsko Naselje
37|electricity|0|54999|02/11/2023 12:18:31|1.5|0|Labudovo Brdo
72|electricity|0|139000|03/11/2023 11:48:30|2|2|Rakovica
110|gas|1|325000|04/11/2022 11:02:49|4|7|Vidikovac
95|district|1|180000|10/27/2018 00:56:08|5|5|Rakovica
74|district|1|145000|08/10/2022 20:30:52|4|7|Miljakovac
99|gas|0|120000|02/10/2022 20:08:09|3.5|1|Petlovo Brdo
30|electricity|0|59700|02/10/2023 19:19:06|1|3|Vidikova��ka Pa
95|central|0|120000|07/10/2021 12:52:29|5|2|Miljakovac
130|district|1|230000|01/10/2023 11:30:29|5|7|Vidikovac
230|gas|0|114000|10/27/2018 00:48:47|5|2|Petlovo Brdo
30|electricity|0|59000|04/08/2023 22:11:09|1.5|3|Rakovica - Centar
29|central|0|56900|04/08/2023 22:11:09|1.5|4|Rakovica - Centar
66|district|1|150000|04/08/2023 16:07:15|2.5|2|Vidikovac
43|central|0|95000|03/09/2023 14:25:38|1.5|3|Miljakovac I
100|district|1|200000|04/08/2023 14:11:52|3|3|Vidikovac
28|central|0|58000|03/09/2023 14:06:49|1.5|3|Rakovica - Centar
46|district|0|73000|12/09/2021 14:00:24|2.5|5|Miljakovac
88|district|1|115000|02/09/2023 01:17:28|3|5|Miljakovac
33|central|0|68000|04/08/2023 00:20:56|1|3|Vidikovac
74|district|1|125800|04/07/2023 20:06:31|3.5|0|Labudovo Brdo
76|central|0|123900|09/08/2022 18:12:40|4|1|Kne��
65|electricity|0|85000|03/08/2023 17:30:34|3|3|Labudovo Brdo
102|district|0|145000|03/08/2023 17:30:30|4.5|3|Labudovo Brdo
56|district|0|109000|04/07/2023 15:33:06|2|3|Kanarevo Brdo
90|district|1|180000|02/08/2023 15:26:24|3|7|Vidikovac
61||0|114900|03/08/2023 15:22:25|2|1|Vidikovac
129|central|0|195000|03/08/2023 14:24:36|5|-2|Kanarevo Brdo
40|central|0|65000|04/07/2023 14:07:49|1.5|-1|Rakovica - Centar
33|central|0|68000|04/07/2023 13:54:39|1|3|Labudovo Brdo
73|district|1|128000|02/01/2023 11:35:18|2.5|-1|Vidikovac
92|district|1|195000|04/07/2023 10:57:28|3.5|3|Stari Ko��ut
44|gas|1|93900|04/07/2023 09:29:13|1.5|2|Kne��
67|district|0|119000|04/03/2023 16:12:41|2.5|4|Kanarevo Brdo
54|district|1|97800|02/08/2023 00:19:05|2|5|Rakovica
49|electricity|0|98500|01/08/2023 00:15:54|2|2|Kanarevo Brdo
48|central|0|81000|03/08/2023 00:07:58|2|100|Kne��
56|district|0|84000|12/08/2022 00:00:10|2.5|-1|Miljakovac
51|norwegianRadiators|0|110000|12/07/2022 20:25:56|2.5|2|Rakovica
75|district|1|230000|04/06/2023 19:38:30|5|7|Vidikovac
88|district|0|159000|02/07/2023 19:30:12|3.5|4|Vidikovac
60|central|0|75000|04/06/2023 18:29:56|3|-1|Resnik
29|central|0|56900|04/06/2023 15:40:56|1.5|4|Kne��
86|gas|0|140000|04/07/2022 15:33:23|3|-1|Petlovo Brdo
50|district|0|87000|04/06/2023 13:33:05|2|3|Kanarevo Brdo
49|district|1|97900|12/07/2022 12:12:18|1.5|4|Rakovica - Centar
61|storageHeater|0|82350|03/31/2023 07:07:20|2.5|-1|Resnik
121|central|0|157300|03/31/2023 07:07:22|3|1|Resnik
121|central|0|157300|03/31/2023 07:07:23|3|0|Resnik
48|electricity|0|79000|12/07/2022 00:17:21|1|4|Kne��
30|district|0|56000|11/07/2022 00:17:05|1|-1|Miljakovac
51|gas|0|80000|08/06/2022 18:17:08|2|1|Petlovo Brdo
104|gas|0|120000|08/06/2022 18:17:05|3|2|Petlovo Brdo
36|district|0|50000|03/06/2023 17:32:18|1.5|1|Kanarevo Brdo
30|district|0|56000|03/06/2023 16:05:47|1|-1|Miljakovac
32|central|0|67000|04/05/2023 16:06:29|1|-1|Miljakovac
30|district|0|56000|10/06/2022 15:32:46|1|-1|Miljakovac
86|district|1|168000|04/05/2023 15:32:22|4|5|Vidikovac
92|district|1|190000|12/06/2022 14:57:39|3.5|3|Stari Ko��ut
120|district|0|149000|12/06/2022 14:23:15|4|3|Labudovo Brdo
45|district|0|99000|01/06/2023 14:15:50|2|1|Labudovo Brdo
72|district|1|158000|01/06/2023 14:15:49|2.5|11|Vidikovac
92|district|1|168000|01/06/2023 14:15:43|3.5|10|Vidikovac
32|central|0|67000|01/06/2023 14:15:43|1|-1|Miljakovac
99|gas|0|120000|01/06/2023 14:15:36|2|2|Petlovo Brdo
71|district|0|154900|01/06/2023 14:15:32|3|3|Miljakovac
35|central|0|70000|03/06/2023 13:05:37|2|3|Kne��
43|central|0|95000|02/06/2023 13:10:08|2|3|Miljakovac
22|district|0|56000|01/06/2023 11:32:47|1|-1|Miljakovac
36|district|1|96000|02/06/2023 10:38:53|1|5|Vidikovac
60|district|0|123000|04/05/2023 00:05:15|2|0|Miljakovac
46||0|117300|11/02/2022 20:22:56|2.5|0|Kanarevo Brdo
114|central|0|137000|04/04/2023 14:07:43|4|-1|Petlovo Brdo
73|district|0|200000|04/04/2023 13:24:40|3|3|Vidikovac
157|district|1|360000|10/05/2022 13:10:54|5|7|Vidikovac
45|central|0|77000|11/05/2020 00:50:43|1|4|Labudovo Brdo
36|electricity|0|57600|04/04/2023 00:18:50|1.5|3|Kne��
129|central|0|200000|07/04/2022 19:19:13|4|-3|Kanarevo Brdo
127|central|0|129011|09/04/2020 19:06:26|4|1|Petlovo Brdo
77|district|0|139000|04/03/2023 16:31:35|3.5|13|Vidikovac
94|district|1|89000|07/04/2021 15:38:11|3.5|4|Labudovo Brdo
68|district|2|135000|03/04/2023 15:07:15|2|5|Vidikovac
22|district|0|56000|03/04/2023 14:10:46|1|-1|Miljakovac
102|district|0|145000|08/04/2022 12:10:42|4.5|3|Labudovo Brdo
46|central|0|88500|03/04/2023 10:28:35|2|4|Rakovica - Centar
92|district|1|180000|06/03/2022 18:04:57|3.5|1|Stari Ko��ut
105|district|1|168000|08/03/2022 17:30:49|4|5|Vidikovac
88|district|3|159000|03/03/2023 16:07:58|3.5|4|Vidikovac
96|district|1|175000|09/03/2022 14:17:07|4|0|Vidikovac
62|storageHeater|0|75000|12/03/2022 14:05:06|2.5|2|Rakovica
47|central|0|65000|01/03/2023 00:22:37|1.5|0|Kne��
61|central|0|140000|03/03/2023 00:18:26|3|3|Kanarevo Brdo
56|district|0|100800|03/02/2023 20:11:01|2|-1|Miljakovac
62|district|1|93000|11/02/2022 20:10:48|2.5|-1|Miljakovac II
72|gas|0|129900|08/02/2022 18:11:02|2.5|-1|Petlovo Brdo
44|central|0|75000|03/02/2023 17:31:25|2|4|Rakovica - Centar
104|central|0|100000|12/02/2022 14:10:16|4|-1|Kijevo
80|electricity|1|193000|12/02/2022 13:17:38|3|4|Miljakovac
92|district|1|210000|06/02/2022 12:49:34|3.5|1|Stari Ko��ut
88|district|1|115000|01/02/2023 12:27:19|3|5|Miljakovac
71||1|96011|03/31/2022 22:07:19|2.5|9|Petlovo Brdo
48|central|0|84000|03/01/2023 19:19:30|1.5|-1|Petlovo Brdo
70|district|1|140000|02/01/2023 19:16:08|2.5|0|Miljakovac
50|district|0|112000|12/01/2022 18:10:19|2|2|Kanarevo Brdo
90|gas|0|129900|10/01/2022 17:27:23|3|-1|Petlovo Brdo
67|central|0|110000|03/31/2023 16:05:23|2.5|1|Miljakovac III
46|norwegianRadiators|0|110000|10/31/2022 15:25:50|2.5|0|Kanarevo Brdo
111|central|0|89990|03/31/2022 15:10:17|3.5|0|Petlovo Brdo
55|district|0|120000|02/01/2023 14:18:01|2|1|Kanarevo Brdo
95|district|0|150000|03/31/2023 14:17:10|4|2|Vidikovac
130|gas|0|142000|08/31/2022 10:22:20|3|-1|Petlovo Brdo
33|central|0|88500|03/01/2023 10:24:08|2|4|Rakovica
37|district|1|83000|12/31/2022 00:22:45|1.5|2|Miljakovac
105|district|0|148000|06/30/2022 20:22:34|4.5|3|Labudovo Brdo
51|gas|0|80000|01/30/2023 20:15:15|1.5|1|Petlovo Brdo
43|district|1|104000|03/30/2023 20:07:13|1.5|4|Miljakovac
88|central|0|75000|10/30/2019 18:48:05|2.5|1|Vidikovac
56|district|1|85000|01/30/2023 18:38:19|1.5|13|Rakovica
69|district|1|140000|01/30/2023 18:15:23|2.5|-1|Vidikovac
41|central|0|63000|12/30/2022 17:28:02|1.5|2|Petlovo Brdo
46|central|0|88500|02/28/2023 17:29:58|2|4|Rakovica - Centar
54|district|0|112000|11/30/2022 17:24:56|2.5|2|Kanarevo Brdo
42||0|69900|01/30/2023 14:23:17|2.5|0|Kne��
61|district|1|109000|03/30/2023 13:30:24|3|0|Petlovo Brdo
84|district|0|215000|11/30/2022 13:30:26|4|2|Skojevsko Naselje
82|district|1|139000|12/30/2022 11:22:39|3|13|Vidikovac
89|district|1|185000|03/29/2023 20:24:58|4|4|Skojevsko Naselje
120|central|0|134000|03/29/2023 20:20:49|5|1|Petlovo Brdo
35|central|0|65000|03/29/2023 20:17:22|1.5|2|Vidikova��ka Pa
57|central|0|89000|03/29/2023 20:13:30|2.5|1|Vidikova��ka Pa
67|district|1|109990|03/29/2023 20:11:22|3|5|Miljakovac
149|gas|0|142000|09/29/2022 20:10:50|4|-1|Petlovo Brdo
92|district|1|298000|07/29/2022 18:24:05|4|2|Stari Ko��ut
54|district|0|120000|11/29/2022 18:18:28|2|2|Kanarevo Brdo
51|district|1|110000|03/29/2023 16:26:43|2|-1|Vidikovac
64|district|0|79500|11/29/2022 16:10:53|2.5|-1|Miljakovac II
71|central|0|129000|01/29/2023 15:29:38|2.5|4|Vidikova��ka Pa
54|district|1|120000|12/29/2022 15:27:50|1.5|1|Vidikovac
72|gas|0|129900|08/29/2022 15:30:41|3|-1|Petlovo Brdo
37|central|0|63500|03/29/2023 14:07:06|1.5|1|Kne��
95|electricity|0|129000|12/29/2022 13:30:00|5|2|Miljakovac
84|district|0|148500|07/29/2022 12:25:29|3.5|3|Vidikovac
130|central|0|180000|07/28/2022 19:05:12|3.5|4|Petlovo Brdo
102|electricity|0|85000|11/28/2020 18:49:55|3|-1|Rakovica
129|central|0|200000|12/28/2022 18:36:09|4|-1|Rakovica
54|district|0|119000|12/28/2022 18:36:04|2.5|1|Skojevsko Naselje
39|electricity|0|78000|03/28/2023 18:06:13|1.5|2|Kanarevo Brdo
70|district|1|109990|03/28/2023 17:30:00|2.5|5|Miljakovac II
53|district|1|106900|12/28/2022 16:15:21|2|1|Miljakovac II
77|electricity|0|135000|12/28/2022 14:16:28|2|2|Rakovica - Centar
37|district|1|99000|03/28/2023 13:31:24|1|3|Skojevsko Naselje
88|district|0|115000|03/28/2023 13:31:23|3|3|Resnik
96|district|1|174000|01/28/2023 11:29:58|3.5|0|Vidikovac
91|district|1|200000|08/28/2022 11:00:15|3.5|5|Stari Ko��ut
89|district|1|170000|02/27/2023 20:15:53|3|7|Vidikovac
67|electricity|0|165000|03/27/2023 19:34:13|2.5|1|Rakovica - Centar
35|district|0|65990|03/27/2023 16:14:42|1|4|Miljakovac I
63|central|1|140000|03/27/2023 15:31:15|2.5|8|Vidikovac
48|storageHeater|0|91000|03/27/2023 15:23:46|2.5|1|Vidikovac
41|central|0|122500|08/27/2022 14:30:46|2.5|0|Skojevsko Naselje
75|central|0|79000|10/27/2022 13:24:30|4|4|Labudovo Brdo
62||1|93000|10/27/2022 12:05:11|2.5|0|Miljakovac II
34|district|1|78000|12/27/2022 11:41:52|1|8|Miljakovac
72|district|0|160000|01/27/2023 00:17:39|3|1|Miljakovac
30|district|0|56000|09/26/2022 17:28:03|1.5|-1|Miljakovac
89|district|1|168000|01/26/2023 15:30:02|3|8|Vidikovac
56|central|0|110000|12/26/2022 15:26:15|2.5|2|Rakovica - Centar
90|gas|0|129900|01/26/2023 14:32:56|3|-1|Petlovo Brdo
62||0|90000|10/26/2022 14:10:13|2.5|-1|Stari Ko��ut
84||1|120000|03/26/2023 13:20:48|3|5|Miljakovac
74|district|0|162000|12/26/2022 12:16:23|3|3|Skojevsko Naselje
61|gas|0|82900|09/26/2022 10:20:26|2.5|4|Petlovo Brdo
70|district|1|109990|03/26/2023 01:21:37|3|5|Miljakovac
90|gas|0|129900|08/26/2022 00:16:18|2|-1|Petlovo Brdo
28||0|68000|03/25/2023 23:21:23|1.5|0|Skojevsko Naselje
78|district|0|180000|01/25/2023 20:15:17|3|4|Kanarevo Brdo
200|electricity|0|150000|08/25/2022 19:16:19|3|1|Petlovo Brdo
22|district|0|43000|02/25/2023 18:19:32|0.5|1|Petlovo Brdo
56|district|0|95000|02/25/2023 13:32:42|2|-1|Miljakovac
45|norwegianRadiators|0|50000|03/24/2023 19:19:22|1.5|-1|Kne��
88|district|1|115000|12/24/2022 14:35:18|3|5|Miljakovac
59||1|125000|02/24/2023 14:06:33|2|5|Skojevsko Naselje
34|district|0|67000|12/23/2022 18:24:40|0.5|0|Rakovica - Centar
129|central|0|200000|08/23/2022 17:25:09|4|-3|Kanarevo Brdo
54|district|0|119000|12/23/2022 15:30:00|2|1|Rakovica - Centar
60|norwegianRadiators|0|118072|02/22/2023 17:25:22|3|0|Miljakovac III
89|district|1|155000|02/22/2023 17:25:20|3|5|Miljakovac
88|district|1|115000|12/22/2022 15:28:13|3|5|Miljakovac
77|electricity|0|100000|11/22/2022 14:35:45|3|1|Resnik
40|district|1|82000|02/22/2023 14:25:40|1.5|0|Kanarevo Brdo
83|electricity|0|69000|06/22/2022 12:53:59|2|-1|Kne��
37|gas|1|102000|03/20/2023 18:16:33|2|-1|Vidikovac
77|district|0|148000|09/19/2022 12:31:21|3|0|Kanarevo Brdo
59|district|2|130000|03/18/2023 12:48:25|2.5|0|Kanarevo Brdo
77|district|1|159990|03/18/2023 11:00:24|3|4|Miljakovac II
64|district|2|140000|11/17/2022 20:32:13|2.5|2|Vidikovac
33|central|0|61000|01/16/2023 18:32:25|1.5|0|Vidikova��ka Pa
30|electricity|0|57000|02/16/2023 15:08:33|1.5|2|Kne��
52|gas|0|85000|12/15/2022 21:22:34|2.5|2|Petlovo Brdo
64|district|1|138000|12/15/2022 16:25:50|2|2|Vidikovac
92|district|1|195000|03/15/2023 13:39:16|3.5|3|Stari Ko��ut
36|district|0|63000|11/14/2022 22:24:10|1.5|-3|Miljakovac
62|electricity|0|105000|02/14/2023 18:08:40|2|0|Kanarevo Brdo
72|gas|0|129900|12/14/2022 12:11:05|3|-1|Petlovo Brdo
41|central|0|63000|12/12/2022 16:23:33|1.5|2|Petlovo Brdo
92|district|1|190000|07/11/2022 17:22:42|3.5|3|Stari Ko��ut
66|district|0|125000|02/06/2023 09:31:30|2|3|Vidikovac
83|electricity|0|68000|05/10/2022 13:35:09|2.5|-1|Vidikova��ka Pa
130|district|1|230000|01/10/2023 11:31:24|5|7|Vidikovac
111||0|180000|08/08/2022 15:21:13|4|5|Skojevsko Naselje
59|district|1|115000|12/07/2022 22:25:02|2.5|4|Labudovo Brdo
25|central|0|43000|12/07/2022 16:23:33|0.5|4|Vidikova��ka Pa
42||0|85000|12/06/2022 13:31:25|1.5|1|Kne��
77|district|1|162000|12/05/2022 20:31:13|3|4|Miljakovac
110|gas|1|325000|04/04/2022 14:53:37|4|7|Vidikovac
72|gas|0|134900|02/01/2023 17:32:17|3|-1|Petlovo Brdo
33|storageHeater|0|66000|03/01/2023 13:41:23|1|1|Rakovica
72|storageHeater|0|139000|11/14/2022 11:08:19|2|2|Rakovica - Centar
32|electricity|0|58000|02/23/2023 18:20:13|1.5|1|Kne��
45|central|1|104000|02/23/2023 18:20:05|1.5|-1|Vidikovac
21|district|0|48000|02/18/2023 20:24:32|0.5|3|Kanarevo Brdo
39|central|0|61000|02/12/2023 21:07:33|1.5|2|Petlovo Brdo
37|central|0|55500|01/22/2023 22:09:54|1.5|-2|Petlovo Brdo
40|electricity|0|80000|03/11/2022 20:21:48|1.5|5|Labudovo Brdo
130|district|2|230000|12/10/2022 19:27:55|5|7|Vidikovac
59|district|0|103000|12/09/2022 15:41:48|2|0|Labudovo Brdo
30|electricity|0|37000|12/05/2022 15:08:13|0.5|-1|Kne��
71|district|1|122000|11/23/2022 13:57:25|3|0|Miljakovac I
84|district|0|215000|11/16/2022 19:57:01|4|2|Skojevsko Naselje
43|central|0|95000|11/04/2022 16:25:07|1.5|3|Miljakovac I
52|district|0|115500|10/28/2022 09:56:10|2|3|Vidikovac
36|district|0|63000|10/25/2022 18:20:42|1.5|-1|Miljakovac I
84|district|0|100000|10/10/2022 11:33:12|3.5|3|Resnik
74|district|1|170000|10/03/2022 20:34:46|3|3|Skojevsko Naselje
55|district|1|117000|09/09/2022 12:42:37|2.5|0|Skojevsko Naselje
130|gas|0|142000|08/24/2022 07:50:15|4|-1|Petlovo Brdo
46|central|0|65000|04/15/2022 15:08:01|2|-3|Labudovo Brdo
41|electricity|0|25000|11/10/2021 11:57:51|2.5|0|Kijevo
85|underfloor|0|99999|11/05/2020 12:08:15|3|0|Rakovica
32|electricity|0|34999|02/17/2019 21:14:06|1|-1|Rakovica - Centar
45|storageHeater|0|49500|10/17/2018 11:51:32|1.5|1|Stari Ko��ut
